TCA, EAV , Rate ,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN,MSQ,WTR,TIF,SSA1,SSA2,SSA3,SSA4,
11171, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8N,,,
11172, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8O,,,
11173, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8P,,,
11174, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8Q,,,
11175, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8R,,,
11176, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8S,,,
11177, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8T,,,
11178, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8U,,,
11179, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8V,,,
11180, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8W,,,
11181, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8X,,,
11182, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8Y,,,
11183, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,MTW8Z,,,
11184, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8AA,MTW09,,,
11185, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8BB,MTW09,,,
11186, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8CC,MTW09,,,
11187, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8DD,MTW09,,,
11188, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8EE,MTW09,,,
11189, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8FF,MTW09,,,
11190, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8GG,MTW09,,,
11191, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8HH,MTW09,,,
11192, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8II,MTW09,,,
11193, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8JJ,MTW09,,,
11194, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8KK,MTW09,,,
11195, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8LL,MTW09,,,
11196, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8MM,MTW09,,,
11197, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MT8NN,MTW09,,,
11198,"4,605,255",8.988407,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW09,,,,
11199, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW6Q,,,,
11200, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW6P,,,,
11201, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW6O,,,,
11202, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW6N,,,,
11203, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW6M,,,,
11204, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW6L,,,,
11205, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW6K,,,,
11206,"1,517,129",10.888865,532,75,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND2,,,,,In GIS as TIF_MUND1
11207, -   , -   ,532,76,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND2,,,,,In GIS as TIF_MUND1
11208, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW07,MTW6Q,,,
11209, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW07,MTW6P,,,
11210, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW07,MTW6O,,,
11211, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW07,MTW6N,,,
11212, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW07,MTW6M,,,
11213, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW07,MTW6L,,,
11214, -   , -   ,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW07,MTW6K,,,
11215, -   ,8.358691,532,73,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,,,,,
11216,"1,429,418",7.197813,532,68,128,,GRNOK,LIBVL,CKMEM,,,,CLCJA,,GOK10,,,,
11217,"3,839,616",7.324898,532,70,128,,GRNOK,LIBVL,CKMEM,,,,CLCJA,,GOK10,,,,
11218,"1,165,003",6.094754,532,72,128,,GRNOK,LIBVL,CKMEM,,,,CLCJA,,GOK10,,,,
11219, -   , -   ,532,76,120,,MUNDL,CNTSD,CKMEM,MUNDL,,,CLCJA,,,,,,
11220, -   , -   ,532,72,128,,,LIBVL,CKMEM,,,,,,MTWA4,,,,
11221, -   , -   ,532,72,128,,LKFOR,LIBVL,CKMEM,,,,,,MTWA4,,,,
11222, -   , -   ,532,72,128,,LKFOR,,,,NOSHR,,,,LKF34,,,,
11223,"654,176",6.747028,532,72,128,,LKFOR,,,,,,,,MTWA4,,,,
11224,"23,815",8.517641,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW07,,,,
11225, -   ,6.900238,532,72,128,,LKFOR,,,,NOSHR,,,,MTWA4,,,,
11226,"13,035,583",7.197813,532,68,128,,GRNOK,LIBVL,CKMEM,,,,,,GOK11,,,,
11227,"880,924",7.234178,532,70,128,,,LIBVL,CKMEM,,,,,,CTY14,,,,
11228, -   , -   ,532,67,128,,LKFOR,,,,NOSHR,,,,LKF34,,,,
11229,"2,702,710",6.329689,532,72,128,,METWA,LIBVL,CKMEM,,,,CLCJA,,MTW13,MTW14,,,
11230, -   , -   ,532,67,115,,LKFOR,,,,NOSHR,,,,LKF34,,,,
11231, -   , -   ,532,68,128,,GRNOK,RKLND,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11232, -   , -   ,532,65,115,,GRNOK,RKLND,CKMEM,,NOSHR,LKBLF,CLCJA,,,,,,
11233, -   , -   ,532,72,128,,GRNOK,LIBVL,CKMEM,,,,,GNOK1,,,,,
11234,"1,319,048",6.094754,532,72,128,,GRNOK,LIBVL,CKMEM,,,,CLCJA,GNOK1,,,,,
11235,"277,712",7.351023,532,68,128,,GRNOK,LIBVL,CKMEM,,NOSHR,,CLCJA,GNOK1,,,,,
11236,"20,255,460",6.247964,532,72,128,,GRNOK,LIBVL,CKMEM,,NOSHR,,CLCJA,GNOK1,,,,,
11237,"9,285,956",6.261955,532,72,128,,GRNOK,LIBVL,CKMEM,,NOSHR,LKBLF,CLCJA,GNOK1,,,,,
11238,"1,629",6.261955,532,72,128,,GRNOK,LIBVL,CKMEM,,NOSHR,LKBLF,,GNOK1,,,,,
11239,"1,793,154",7.365014,532,68,128,,GRNOK,LIBVL,CKMEM,,NOSHR,LKBLF,CLCJA,GNOK1,,,,,
11240,"67,711",6.108745,532,72,128,,GRNOK,LIBVL,CKMEM,,,LKBLF,CLCJA,GNOK1,,,,,
11241, -   , -   ,532,68,128,,GRNOK,RKLND,CKMEM,,NOSHR,LKBLF,CLCJA,GNOK1,,,,,
11242, -   , -   ,532,68,128,,,LIBVL,,FOSS,NOSHR,LKBLF,,,,,,,
11243, -   , -   ,532,68,128,,LKBLF,,,,NOSHR,LKBLF,CLCJA,,,,,,
11244, -   , -   ,532,68,128,,LKBLF,,,FOSS,NOSHR,LKBLF,CLCJA,,,,,,
11245, -   , -   ,532,68,128,,LKBLF,RKLND,,,NOSHR,LKBLF,CLCJA,,,,,,
11246, -   ,8.780651,532,68,128,,LKBLF,RKLND,,FOSS,NOSHR,LKBLF,CLCJA,,,,,,
11247,"2,869,469",8.358691,532,73,128,,METWA,LIBVL,CKMEM,,,,,,MTW15,,,,
11248,"1,172,172",6.096735,532,72,128,,METWA,LIBVL,CKMEM,,,,,,MTW15,,,,
11249, -   , -   ,532,75,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND2,,,,,
11250,"945,500",10.683224,532,76,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND2,,,,,
11251,"6,424,476",10.888865,532,75,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND3,,,,,
11252, -   ,10.683224,532,76,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND3,,,,,
11253, -   ,8.676953,532,73,128,,VRNHL,LIBVL,CKMEM,VRNHL,,,CLCJA,VNHL2,,,,,
11254,"289,966",8.808468,532,73,128,,VRNHL,CNTSD,CKMEM,VRNHL,,,CLCJA,VNHL2,,,,,
11255, -   , -   ,532,68,128,,GRNOK,,CKMEM,,NOSHR,LKBLF,CLCJA,GNOK1,,,,,
12001,"290,747,830",11.015837,532,75,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,,,,,,
12002, -   ,9.404009,532,79,120,,WAUCD,,FREMT,WAUCD,,,CLCJA,,,,,,JAWA added 10/25/17
12003, -   , -   ,532,46,127,,,,FREMT,GRYLK,,,,,,,,,
12004, -   , -   ,532,46,127,,RLPRK,,FREMT,RNDLK,,,CLCJA,,,,,,
12005,"2,227,830",10.095617,532,79,127,,,GRYLK,FREMT,,,,,,,,,,
12006, -   , -   ,532,79,127,,RLPRK,,FREMT,RNDLK,,,CLCJA,,,,,,
12007, -   , -   ,532,75,120,,,,FREMT,,,,,,,,,,
12008, -   , -   ,532,75,120,,MUNDL,,FREMT,,,,CLCJA,,,,,,
12009, -   , -   ,532,79,120,,,,FREMT,,,,,,,,,,
12010,"39,663,212",8.057461,532,79,120,,,WAUCD,FREMT,,,,,,,,,,
12011, -   , -   ,532,79,120,,RLPRK,,FREMT,RNDLK,,,CLCJA,,,,,,
12012,"17,081",9.576719,532,75,120,,,CNTSD,FREMT,,,,,,,,,,
12013, -   ,9.371078,532,76,120,,,CNTSD,FREMT,,,,,,,,,,
12014,"84,453,584",7.967215,532,79,120,,,CNTSD,FREMT,,,,,,,,,,
12015,"7,556,875",12.558179,532,79,127,,RLPRK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12016,"10,853,983",8.428582,532,79,120,,HAWWD,CNTSD,FREMT,,,,,,,,,,
12017,"43,770,293",9.844648,532,76,120,,,CNTSD,FREMT,MUNDL,,,,,,,,,
12018,"1,907,279",7.921071,532,79,120,,,LKZUR,FREMT,,,,,,,,,,
12019, -   , -   ,532,75,120,,,,FREMT,MUNDL,,,,,,,,,
12020, -   ,9.734766,532,70,127,,,GRYLK,FREMT,,,,,,,,,,
12021,"4,665,288",10.050289,532,75,120,,,CNTSD,FREMT,MUNDL,,,,,,,,,
12022,"52,104,968",8.049205,532,79,120,,LIBVL,,FREMT,,,,CLCJA,,,,,,
12023,"227,463,289",9.406333,532,79,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,,,,,,
12024,"229,326",8.382438,532,79,120,,HAWWD,LKZUR,FREMT,,,,,,,,,,
12025,"305,815",12.157942,532,46,127,,,GRYLK,FREMT,,,,,,,,,,
12026,"1,032,010",10.559374,532,79,127,,,GRYLK,FREMT,GRYLK,,,,,,,,,
12027, -   , -   ,532,79,120,,,GRYLK,FREMT,GRYLK,,,,,,,,,
12028,"621,156",12.621699,532,46,127,,,GRYLK,FREMT,GRYLK,,,,,,,,,
12029,"6,560,929",8.219218,532,79,120,,,GRYLK,FREMT,,,,,,,,,,
12030,"9,889,552",10.68178,532,79,120,,RLPRK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12031, -   , -   ,532,79,120,,RLPRK,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12032,"29,447,503",11.108163,532,79,127,,GRYLK,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12033,"1,347,928",13.170488,532,46,127,,GRYLK,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12034,"319,400",8.518828,532,79,120,,HAWWD,WAUCD,FREMT,,,,,,,,,,
12035, -   , -   ,532,79,120,,WAUCD,,FREMT,,,,CLCJA,,,,,,JAWA added 10/25/17
12036,"76,560",12.283353,532,79,127,,RLPRK,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12037, -   , -   ,532,79,127,,RLPRK,GRYLK,FREMT,,,,CLCJA,,,,,,
12038, -   ,14.345678,532,46,127,,RLPRK,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12039, -   , -   ,532,46,127,,RLPRK,GRYLK,FREMT,,,,CLCJA,,,,,,
12040, -   , -   ,532,,,95,HAWWD,WAUCD,FREMT,,,,,,,,,,
12041, -   ,8.932763,532,79,120,,MUNDL,,FREMT,,,,CLCJA,,,,,,
12042, -   , -   ,532,70,127,,RLPRK,GRYLK,FREMT,,,,CLCJA,,,,,,
12043, -   , -   ,532,79,120,,RLPRK,GRYLK,FREMT,,,,CLCJA,,,,,,
12044,"18,738",12.408757,532,46,127,,,GRNDL,FREMT,,,,,,,,,,
12045,"3,553,648",8.470033,532,79,120,,,GRNDL,FREMT,,,,,,,,,,
12046,"246,144",7.359034,532,,,95,,WAUCD,FREMT,,,,,,,,,,
12047, -   , -   ,532,,,95,HAWWD,WAUCD,FREMT,,,,,,,,,,
12048, -   , -   ,532,79,120,,,GRYLK,FREMT,RNDLK,,,,,,,,,
12049,"1,051,409",10.198523,532,70,127,,,GRYLK,FREMT,GRYLK,,,,,,,,,
12050, -   , -   ,532,76,120,,LNGGV,CNTSD,FREMT,,,,,,,,,,
12051,"372,590",9.925604,532,79,127,,LIBVL,,FREMT,,,,CLCJA,,,,,,
12052,"168,931",10.389361,532,79,127,,LIBVL,,FREMT,GRYLK,,,CLCJA,,,,,,
12053, -   , -   ,532,79,127,,,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12054, -   , -   ,532,70,127,,,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12055, -   ,7.967215,532,79,120,,LNGGV,CNTSD,FREMT,,,,,,,,,,
12056, -   ,9.844648,532,76,120,,LNGGV,CNTSD,FREMT,MUNDL,,,,,,,,,
12057,"5,016,724",8.440785,532,79,120,,LNGGV,CNTSD,FREMT,MUNDL,,,,,,,,,
12058,"4,752,052",10.810196,532,76,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,,,,,,
12059,"2,408,558",10.189776,532,76,125,,,CNTSD,FREMT,MUNDL,,,,,,,,,
12060,"8,833,160",9.231764,532,79,120,,GRYLK,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12061,"354,074",10.644406,532,79,127,,GRYLK,GRYLK,FREMT,,,,CLCJA,,,,,,
12062, -   , -   ,532,46,127,,GRYLK,GRYLK,FREMT,,,,CLCJA,,,,,,
12063,"13,137,906",8.440785,532,79,120,,,CNTSD,FREMT,MUNDL,,,,,,,,,
12064,"1,507,483",10.747312,532,70,127,,GRYLK,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12065, -   , -   ,532,79,127,,RLPRK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12066, -   , -   ,532,79,120,,RLPRK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12067, -   , -   ,532,79,120,,RLPRK,GRYLK,FREMT,GRYLK,,,CLCJA,,,,,,
12068, -   , -   ,532,79,120,,RLPRK,CNTSD,FREMT,,,,CLCJA,,,,,,
12069, -   , -   ,532,79,120,,RLPRK,CNTSD,FREMT,,,,CLCJA,,,,,,
12070,"41,063",7.60948,532,,,95,NBARR,WAUCD,FREMT,,,,,,,,,,
12071,"95,904",8.768007,532,79,120,,GRYLK,GRYLK,FREMT,,,,CLCJA,,,,,,
12072,"1,624,266",14.620504,532,46,127,,RLPRK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12073, -   , -   ,532,75,120,,,CNTSD,FREMT,,,,,,CTY10,,,,
12074, -   , -   ,532,75,120,,LIBVL,CNTSD,FREMT,,,,,,,,,,
12075,"20,472",9.371078,532,76,120,,LNGGV,CNTSD,FREMT,LGGRV,,,,,,,,,
12076,152,8.516286,532,79,120,,,WAUCD,FREMT,WAUCD,,,,,,,,,
12077,"47,553,693",10.060757,532,79,120,,WAUCD,WAUCD,FREMT,WAUCD,,,CLCJA,,,,,,JAWA added 10/25/17
12078, -   , -   ,532,46,127,,,GRNDL,FREMT,,RNDLK,,,,,,,,
12079,"455,047",13.604043,532,46,127,,RNDLK,GRNDL,FREMT,,,,CLCJA,,,,,,
12080, -   , -   ,532,46,127,,RNDLK,GRNDL,FREMT,,RNDLK,,CLCJA,,,,,,
12081, -   , -   ,532,46,127,,,GRNDL,FREMT,RNDLK,,,,,,,,,
12082, -   , -   ,532,79,127,,RLPRK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12083, -   , -   ,532,79,120,,RLPRK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12084, -   ,14.342626,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,,,CLCJA,,,,,,
12085, -   , -   ,532,46,127,,,GRNDL,FREMT,RNDLK,RNDLK,,,,,,,,
12086, -   , -   ,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,,,,,
12087, -   , -   ,532,79,120,,RNDLK,GRNDL,FREMT,,,,CLCJA,,,,,,
12088, -   , -   ,532,79,120,,RNDLK,GRYLK,FREMT,,,,CLCJA,,,,,,
12089,"7,187,018",10.403902,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,,,CLCJA,,,,,,
12090,"361,736",10.153087,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12091, -   , -   ,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,,,,,
12092, -   , -   ,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,RNDLK,,CLCJA,,,,,,
12093, -   , -   ,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,RL2LG,,,,
12094, -   , -   ,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,RL2LG,,,,
12095, -   , -   ,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,RNDLK,,CLCJA,,RL2LG,,,,
12096, -   , -   ,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,RL1LG,,,,
12097, -   , -   ,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,RNDLK,,CLCJA,,RL1LG,,,,
12098, -   , -   ,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,RL1LG,,,,
12099, -   , -   ,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,RL1LG,RL2LG,,,
12100, -   , -   ,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,RL1LG,RL2LG,,,
12101, -   , -   ,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,RNDLK,,CLCJA,,RL1LG,RL2LG,,,
12102, -   , -   ,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,RL2PW,,,,
12103, -   , -   ,532,46,127,,,GRNDL,FREMT,RNDLK,,,,,RL2PW,,,,
12104, -   , -   ,532,46,127,,,GRNDL,FREMT,RNDLK,RNDLK,,,,RL2PW,,,,
12105, -   , -   ,532,,,118,WAUCD,,FREMT,WAUCD,,,CLCJA,,,,,,JAWA added 10/25/17
12106, -   , -   ,532,79,120,,WAUCD,,FREMT,WAUCD,,,CLCJA,,WAUC1,,,,JAWA added 10/25/17
12107,"10,593,684",8.660197,532,79,120,,HAWWD,CNTSD,FREMT,,,,,,HAWD1,,,,
12108, -   , -   ,532,79,120,,HAWWD,WAUCD,FREMT,,,,,,HAWD1,,,,
12109,"4,120,168",8.052016,532,,,95,HAWWD,WAUCD,FREMT,,,,,,HAWD1,,,,
12110,"45,845,734",8.558629,532,79,120,,HAWWD,CNTSD,FREMT,,,,,,HAWD2,,,,
12111,"21,750,196",8.512485,532,79,120,,HAWWD,LKZUR,FREMT,,,,,,HAWD2,,,,
12112,"26,894,211",10.060757,532,79,120,,WAUCD,WAUCD,FREMT,WAUCD,,,CLCJA,,WAUC1,,,,JAWA added 10/25/17
12115, -   , -   ,532,79,127,,,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12116, -   , -   ,532,79,120,,,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12117, -   , -   ,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,RNDLK,,CLCJA,,RL3LG,,,,
12118, -   , -   ,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,RNDLK,,CLCJA,,RL3LG,,,,
12119, -   , -   ,532,79,127,,,GRYLK,FREMT,RNDLK,,,,,,,,,
12120, -   , -   ,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,RNDLK,,CLCJA,,RL4LG,,,,
12121, -   , -   ,532,46,127,,RNDLK,GRNDL,FREMT,,RNDLK,,CLCJA,,,,,,
12122,"15,546,144",7.967215,532,79,120,,,CNTSD,FREMT,,,,,,CTY12,,,,
12123, -   , -   ,532,79,120,,,GRNDL,FREMT,RNDLK,,,,,,,,,
12124, -   , -   ,532,79,120,,,GRNDL,FREMT,RNDLK,RNDLK,,,,,,,,
12125, -   , -   ,532,75,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND2,,,,,
12126, -   , -   ,532,75,120,,,CNTSD,FREMT,MUNDL,,,,,CTY10,,,,
12127,"725,928",8.902152,532,79,120,,HAWWD,CNTSD,FREMT,MUNDL,,,,,,,,,
12128, -   , -   ,532,79,120,,LIBVL,GRYLK,FREMT,,,,CLCJA,,,,,,
12129,"184,271",9.499265,532,79,120,,MUNDL,CNTSD,FREMT,,,,CLCJA,,,,,,
12130, -   , -   ,532,79,120,,MUNDL,CNTSD,FREMT,MUNDL,,,CLCJA,,,,,,
12131, -   , -   ,532,79,120,,WAUCD,WAUCD,FREMT,WAUCD,,,CLCJA,,,,,,JAWA added 10/25/17
12132, -   , -   ,532,76,120,,MUNDL,CNTSD,FREMT,MUNDL,,,CLCJA,,,,,,
12133,"101,788",9.50659,532,79,120,,GRYLK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12134,"561,914",11.322097,532,,,118,WAUCD,WAUCD,FREMT,WAUCD,,,CLCJA,,,,,,JAWA added 10/25/17
12135, -   ,9.601932,532,79,120,,WAUCD,WAUCD,FREMT,,,,CLCJA,,,,,,JAWA added 10/25/17
12136, -   , -   ,532,79,120,,GRYLK,CNTSD,FREMT,,,,CLCJA,,,,,,
12137,"22,300",11.382989,532,79,127,,GRYLK,GRYLK,FREMT,RNDLK,,,CLCJA,,,,,,
12138, -   ,9.658709,532,75,120,,LIBVL,,FREMT,,,,CLCJA,,,,,,
12139, -   , -   ,532,79,120,,GRYLK,GRYLK,FREMT,,,,,,,,,,
12140, -   ,8.512962,532,79,120,,LIBVL,,FREMT,GRYLK,,,CLCJA,,,,,,
12141,"3,001,284",7.967215,532,79,120,,,CNTSD,FREMT,,,,,,,,,,
12142, -   , -   ,532,75,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND2,,,,,
12143,"205,495",11.015837,532,75,120,,MUNDL,,FREMT,MUNDL,,,CLCJA,MUND3,,,,,
12144,"17,621,487",7.967215,532,79,120,,,CNTSD,FREMT,,,,,,CTY17,,,,
12145,"5,849,817",8.219218,532,79,120,,,GRYLK,FREMT,,,,,,CTY17,,,,
12146, -   ,14.342626,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,,,CLCJA,,RL2LG,,,,
12147,"673,811",10.403902,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,,,CLCJA,,RL2LG,,,,
12148, -   , -   ,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,,,CLCJA,,RL2LG,,,,
12149,"10,939,632",14.342626,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,,,CLCJA,,RL1LG,RL2LG,,,
12150,"13,656,472",10.403902,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,,,CLCJA,,RL1LG,RL2LG,,,
12151, -   ,10.153087,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,,,CLCJA,,RL1LG,RL2LG,,,
12152,"12,983,185",14.342626,532,46,127,,RNDLK,GRNDL,FREMT,RNDLK,,,CLCJA,,RL2PW,,,,
12153,"19,852",10.403902,532,79,120,,RNDLK,GRNDL,FREMT,RNDLK,,,CLCJA,,RL3LG,,,,
12154,"7,522,651",10.153087,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,,,CLCJA,,RL3LG,,,,
12155,"11,668,414",10.153087,532,79,120,,RNDLK,GRYLK,FREMT,RNDLK,,,CLCJA,,RL4LG,,,,
12156,"261,004",9.957283,532,76,120,,,CNTSD,FREMT,MUNDL,,,,,,,,,
12157,"92,485",9.751268,532,79,120,,MUNDL,GRYLK,FREMT,,,,CLCJA,,,,,,
13001, -   ,10.850896,532,,,118,WAUCD,,WAUCD,WAUCD,,,CLCJA,,,,,,JAWA added 10/25/17
13002,"5,789,126",10.23944,532,,,118,ISLLK,WAUCD,WAUCD,,,,,,,,,,
13003,"73,656,569",10.285365,532,,,118,ISLLK,WAUCD,WAUCD,,ISLLK,,,,,,,,
13004, -   , -   ,532,,,118,,,WAUCD,,,,,,,,,,
13005,"1,043,874",9.550273,532,,,118,,WAUCD,WAUCD,,ISLLK,,,,,,,,
13006,"102,712,355",9.504348,532,,,118,,WAUCD,WAUCD,,,,,,,,,,
13007, -   , -   ,532,,,118,WAUCD,,WAUCD,,,,CLCJA,,,,,,JAWA added 10/25/17
13008,"9,704,925",9.751527,532,,,118,LBARR,WAUCD,WAUCD,,,,,,,,,,
13009,"2,052",7.165817,532,,,220,LBARR,WAUCD,WAUCD,,,,,,,,,,
13010,"348,382",9.839968,532,,,118,PTBAR,WAUCD,WAUCD,,,,,,,,,,
13011,"2,452,482",9.926712,532,,,118,LKMOR,WAUCD,WAUCD,,,,,,,,,,
13012, -   , -   ,532,,,118,,WAUCD,WAUCD,WAUCD,,,,,,,,,
13013,"7,319,072",10.348611,532,,,118,VOLO,WAUCD,WAUCD,,,,CLCJA,,,,,,JAWA added 10/25/17
13014, -   , -   ,532,,,118,ISLLK,WAUCD,WAUCD,,ISLLK,,,,ISLK1,,,,
13015, -   , -   ,532,,,118,ISLLK,WAUCD,WAUCD,,,,,,ISLK1,,,,
13016,"4,766,302",9.885893,532,,,118,PTBAR,WAUCD,WAUCD,,ISLLK,,,,,,,,
13017, -   , -   ,532,,,118,,WAUCD,WAUCD,,,,,,LKMR1,,,,
13018, -   , -   ,532,,,118,LKMOR,WAUCD,WAUCD,,,,,,LKMR1,,,,
13019,"3,454,639",9.885893,532,,,118,PTBAR,WAUCD,WAUCD,,ISLLK,,,,PTBR1,,,,
13020, -   , -   ,532,79,120,,WAUCD,,WAUCD,WAUCD,,,CLCJA,,,,,,JAWA added 10/25/17
