TCA, EAV , Rate ,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN,MSQ,WTR,TIF,SSA1,SSA2,SSA3,SSA4,
7030,"8,699",13.315617,532,46,127,,,GRNDL,RNDLK,RNDLK,,,,,,,,,
7031, -   , -   ,532,,,116,HNSVL,GRNDL,RNDLK,RNDLK,RNDLK,,,,,,,,
7032,"3,039,535",13.112925,532,,,116,HNSVL,GRNDL,RNDLK,RNDLK,,,,,,,,,
7033, -   ,12.37641,532,46,127,,,GRNDL,GRYLK,,,,,,,,,,
7034,"19,011,782",12.125595,532,46,127,,,GRYLK,GRYLK,,,,,,,,,,
7035,"1,042,988",11.176719,532,50,127,,,GRYLK,GRYLK,,,,,,,,,,
7036,"408,473",13.159889,532,46,127,,RLBCH,GRNDL,GRYLK,,,,CLCJA,,,,,,
7037,"39,362",13.04203,532,46,127,,HNSVL,GRNDL,GRYLK,,,,,,,,,,
7038,"91,263",12.246681,532,,,116,,GRNDL,GRYLK,RNDLK,,,,,,,,,
7039,"2,814,746",13.114993,532,46,127,,,GRNDL,GRYLK,RNDLK,,,,,,,,,
7040,"192,456",11.049428,532,41,124,,RLHTS,GRNDL,RNDLK,RNDLK,,,CLCJA,,,,,,
7041,"705,135",12.999319,532,,,116,RLHTS,GRNDL,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
7042,"337,512",13.780613,532,46,127,,HNSVL,GRNDL,GRYLK,RNDLK,,,,,,,,,
7043,"2,995",12.840167,532,46,127,,,GRNDL,GRYLK,GRYLK,,,,,,,,,
7044,"1,365,409",12.589352,532,46,127,,,GRYLK,GRYLK,GRYLK,,,,,,,,,
7045, -   , -   ,532,46,127,,,,GRYLK,,,,,,,,,,
7048,"699,874",11.640476,532,50,127,,,GRYLK,GRYLK,GRYLK,,,,,,,,,
7049,"32,145,242",13.505787,532,46,127,,HNSVL,GRNDL,GRYLK,GRYLK,,,,,,,,,
7050, -   , -   ,532,50,127,,THDLK,GRYLK,GRYLK,GRYLK,,,,,,,,,
7051,"263,340",12.272169,532,46,127,,THDLK,GRYLK,GRYLK,,,,,,,,,,
7052,"13,076,859",13.45275,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
7053, -   , -   ,532,,,116,RLHTS,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
7054,"11,567",12.909074,532,46,127,,RLBCH,GRYLK,GRYLK,,,,CLCJA,,,,,,
7055,"8,654,847",13.898472,532,46,127,,RLBCH,GRNDL,GRYLK,RNDLK,,,CLCJA,,,,,,
7056,"9,173,753",11.323293,532,50,127,,THDLK,GRYLK,GRYLK,,,,,,,,,,
7057,"231,333",10.71938,532,41,124,,,GRNDL,RNDLK,RNDLK,,,,,,,,,
7058,"11,283,999",12.669271,532,,,116,,GRNDL,RNDLK,RNDLK,LKREG,,,,,,,,
7059,"192,687",13.336959,532,46,127,,,GRNDL,GRYLK,RNDLK,LKREG,,,,,,,,
7060,"110,109,639",12.189265,532,50,127,,GRYLK,GRYLK,GRYLK,GRYLK,,,CLCJA,,,,,,
7061,"18,455,040",14.310279,532,46,127,,RNDLK,GRNDL,GRYLK,RNDLK,,,CLCJA,,,,,,
7062, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,,LKREG,,CLCJA,,,,,,
7063,"17,538,674",13.647657,532,46,127,,RLBCH,GRYLK,GRYLK,RNDLK,,,CLCJA,,,,,,
7064, -   , -   ,532,46,127,,RLPRK,GRYLK,GRYLK,GRYLK,,,CLCJA,,,,,,
7065, -   , -   ,532,50,127,,RLPRK,GRYLK,GRYLK,GRYLK,,,CLCJA,,,,,,
7066,"292,757",12.674384,532,46,127,,GRYLK,GRYLK,GRYLK,,,,CLCJA,,,,,,
7067,,,,,,,,,,,RNDLK,,,,,,,,
7067, -   , -   ,532,,,116,,GRNDL,RNDLK,RNDLK,LKREG,,,,,,,,
7068, -   , -   ,532,46,127,,RNDLK,GRNDL,GRYLK,RNDLK,LKREG,,CLCJA,,,,,,
7069, -   , -   ,532,46,127,,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,RLBCH,,,,,
7070, -   , -   ,532,46,127,,RLBCH,GRNDL,RNDLK,RNDLK,,,CLCJA,RLBCH,,,,,
7071, -   , -   ,532,46,127,,RLBCH,GRNDL,GRYLK,,,,CLCJA,RLBCH,,,,,
7072, -   , -   ,532,46,127,,RLBCH,GRNDL,GRYLK,RNDLK,,,CLCJA,RLBCH,,,,,
7073, -   , -   ,532,46,127,,RLBCH,GRYLK,GRYLK,,,,CLCJA,RLBCH,,,,,
7075,,,,,,,,,,,RNDLK,,,,,,,,
7075, -   , -   ,532,,,116,RNDLK,GRNDL,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
7076, -   ,11.725508,532,50,127,,GRYLK,GRYLK,GRYLK,,,,CLCJA,,,,,,
7077, -   , -   ,532,46,127,,,GRNDL,GRYLK,,RNDLK,,,,,,,,
7078, -   , -   ,532,46,127,,RLBCH,GRYLK,GRYLK,RNDLK,RNDLK,,CLCJA,,,,,,
7079, -   ,12.864178,532,46,127,,,GRYLK,GRYLK,RNDLK,,,,,,,,,
7080, -   , -   ,532,46,127,,,GRYLK,GRYLK,RNDLK,RNDLK,,,,,,,,
7081, -   , -   ,532,46,127,,RLBCH,GRYLK,GRYLK,RNDLK,RNDLK,,CLCJA,RLBCH,,,,,
7082, -   , -   ,532,46,127,,RLBCH,GRYLK,GRYLK,,RNDLK,,CLCJA,RLBCH,,,,,
7083, -   ,13.372831,532,46,127,,RLBCH,GRYLK,GRYLK,GRYLK,,,CLCJA,,,,,,
7084, -   , -   ,532,46,127,,RLBCH,GRYLK,GRYLK,RNDLK,,,CLCJA,RLBCH,,,,,
7085, -   ,12.125595,532,46,127,,,GRYLK,GRYLK,,,,CLCJA,,,,,,
7086,"11,330",11.640476,532,50,127,,,GRYLK,GRYLK,GRYLK,,,CLCJA,,,,,,
7087,"23,297,305",12.272169,532,46,127,,THDLK,GRYLK,GRYLK,,,,CLCJA,,,,,,
7088, -   , -   ,532,50,127,,THDLK,GRYLK,GRYLK,GRYLK,,,CLCJA,,,,,,
7089, -   , -   ,532,41,124,,RLHTS,GRNDL,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
7090,"817,741",13.388956,532,46,127,,GRYLK,GRNDL,GRYLK,GRYLK,,,CLCJA,,,,,,
7091,"8,782,858",13.254972,532,46,127,,HNSVL,GRYLK,GRYLK,GRYLK,,,,,,,,,
7092, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,RDLB1,,,,
7093, -   ,12.791215,532,46,127,,HNSVL,GRYLK,GRYLK,,,,,,,,,,
7094, -   , -   ,532,,,116,RNDLK,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,,,,,
7095, -   , -   ,532,46,127,,RNDLK,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,,,,,
7096,"1,381,599",13.412967,532,46,127,,GRYLK,GRYLK,GRYLK,RNDLK,,,CLCJA,,,,,,
7097,,,,,,,,,,,RNDLK,,,,,,,,
7097, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
7098, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,RLB2,,,,,
7099, -   , -   ,532,46,127,,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,RLB2,,,,,
7100, -   , -   ,532,46,127,,HNSVL,GRNDL,GRYLK,RNDLK,RNDLK,,,,,,,,
7101, -   , -   ,532,46,127,,HNSVL,GRNDL,GRYLK,GRYLK,RNDLK,,,,,,,,
7102, -   , -   ,532,46,127,,HNSVL,GRNDL,RNDLK,RNDLK,RNDLK,,,,,,,,
7103,,,,,,,,,,,RNDLK,,,,,,,,
7103, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,LKREG,,CLCJA,,,,,,
7104, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,RLB3,,,,,
7105, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,,,CLCJA,RLB3,,,,,
7106, -   , -   ,532,,,116,HNSVL,GRNDL,GRYLK,RNDLK,RNDLK,,,,,,,,
7107, -   , -   ,532,,,116,HNSVL,GRNDL,GRYLK,RNDLK,RNDLK,,,,HNVL1,,,,
7108, -   , -   ,532,,,116,HNSVL,GRNDL,RNDLK,RNDLK,RNDLK,,,,HNVL1,,,,
7109, -   , -   ,532,,,116,RLPRK,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,HNVL1,,,,
7110, -   ,14.294912,532,,,116,RLPRK,GRNDL,RNDLK,RNDLK,,,CLCJA,,HNVL1,,,,
7111,"521,493",13.035929,532,,,116,HNSVL,GRNDL,GRYLK,RNDLK,,,,,HNVL1,,,,
7112,"19,862,388",13.236553,532,,,116,HNSVL,GRNDL,RNDLK,RNDLK,,,,,HNVL1,,,,
7113, -   ,13.904241,532,46,127,,HNSVL,GRNDL,GRYLK,RNDLK,,,,,HNVL1,,,,
7114, -   , -   ,532,46,127,,HNSVL,GRNDL,GRYLK,RNDLK,RNDLK,,,,HNVL1,,,,
7115, -   , -   ,532,,,116,RNDLK,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,,,,,
7116, -   , -   ,532,,,116,RNDLK,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,,,,,
7117, -   , -   ,532,46,127,,RNDLK,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,RDLK1,,,,
7118, -   , -   ,532,,,116,RNDLK,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,RL1BM,,,,
7119, -   , -   ,532,,,116,RNDLK,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,RL1BM,,,,
7120, -   , -   ,532,46,127,,RLPRK,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,,,,,
7121, -   , -   ,532,46,127,,,GRNDL,GRYLK,RNDLK,RNDLK,,,,,,,,
7122, -   , -   ,532,38,124,,RNDLK,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,,,,,,
7123, -   , -   ,532,,,116,RLPRK,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,,,,,,
7124, -   , -   ,532,46,127,,RLBCH,GRNDL,GRYLK,RNDLK,RNDLK,,CLCJA,RLBCH,,,,,
7125, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,RLB4,,,,,
7126, -   , -   ,532,46,127, ,RLPRK,GRYLK,GRYLK,,RNDLK,,CLCJA,,,,,,
7127, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,RLB4,RDLB1,,,,
7128, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,RNDLK,,CLCJA,RLB2/4,,,,,
7129,"1,069,977",13.230784,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,,,CLCJA,RLB4,,,,,
7130, -   , -   ,532,50,127,,LNDHT,GRYLK,GRYLK,,,,,,,,,,
7131, -   , -   ,532,50,127,,LNDHT,GRYLK,GRYLK,,LNDHT,,,,,,,,
7132,"174,592",12.045495,532,50,127,,LNDHT,GRYLK,GRYLK,LNDHT,LNDHT,,,,,,,,
7133, -   , -   ,532,46,127,,RLBCH,GRNDL,GRYLK,RNDLK,,,CLCJA,,,,,,
7134,"11,829,085",12.777353,532,,,116,RLHTS,GRNDL,RNDLK,RNDLK,,,CLCJA,,,,,,
7135, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,,,CLCJA,,RDLB1,,,,
7136,"36,364,712",14.310279,532,46,127,,RNDLK,GRNDL,GRYLK,RNDLK,,,CLCJA,,RDLK1,,,,
7137,"9,399,003",13.642591,532,,,116,RNDLK,GRNDL,RNDLK,RNDLK,,,CLCJA,,RL1BM,,,,
7138,"6,092,811",13.441967,532,,,116,RNDLK,GRNDL,GRYLK,RNDLK,,,CLCJA,,RL1BM,,,,
7139,"1,567,457",11.343231,532,38,124,,RNDLK,GRNDL,RNDLK,RNDLK,,,CLCJA,,,,,,
7140,"18,719,605",13.230784,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,,,CLCJA,RLB4,,,,,
7141, -   , -   ,532,,,116,RLBCH,GRNDL,RNDLK,RNDLK,,,CLCJA,RLB4,RDLB1,,,,
8001,"296,666,185",9.765374,532,56,121,,GRNEE,,WNNPT,GRNEE,NOSHR,,CLCJA,,,,,,
8002, -   ,9.245412,532,50,121,,THDLK,WRWKG,WNNPT,,,,,,,,,,
8003,"1,839,084",11.362139,532,50,121,,WKGN,,,,,,,,,,,,
8004,"912,744",9.599202,532,50,121,,,WRWKG,WNNPT,GRNEE,,,,,,,,,
8005,"50,188",11.256015,532,24,121,,,WRWKG,WNNPT,,,,,,,,,,
8006,"58,842,838",9.098838,532,50,121,,,WRWKG,WNNPT,,,,,,,,,,
8007,"7,812,177",9.568088,532,56,121,,,WRWKG,WNNPT,,,,,,,,,,
8008, -   , -   ,532,50,121,,,,WNNPT,,,,,,,,,,
8009,"1,325,266",9.461055,532,50,121,,,GRYLK,WNNPT,,,,,,,,,,
8010,"10,978,484",9.114143,532,50,121,,WDWTH,WRWKG,WNNPT,,,,,,,,,,
8011, -   ,8.941366,532,50,121,,,WRWKG,,,NOSHR,,,,,,,,
8012,"387,609",10.221662,532,56,121,,,WRWKG,WNNPT,GRNEE,NOSHR,,,,,,,,
8013,"36,714,864",10.305839,532,50,121,,PKCTY,WRWKG,WNNPT,,NOSHR,,,,,,,,
8014,"547,683",10.152629,532,50,121,,PKCTY,WRWKG,WNNPT,,,,,,,,,,
8015,"61,615",9.721298,532,56,121,,,WRWKG,WNNPT,,NOSHR,,,,,,,,
8016,"27,993",11.831389,532,56,121,,WKGN,,,,,,,,,,,,
8019,"50,731",12.331753,532,56,121,,WKGN,,,GRNEE,,,,,,,,,
8020, -   , -   ,532,56,121,,,WRWKG,,,,,,,,,,,
8021,"15,527,251",12.308349,532,50,121,,WKGN,,,WKGN,,,,,,,,,
8022,"140,087,743",12.461559,532,50,121,,WKGN,,,WKGN,NOSHR,,,,,,,,
8024,"103,681,019",12.930809,532,56,121,,WKGN,,,WKGN,NOSHR,,,,,,,,
8025, -   ,9.687027,532,50,121,,,WRWKG,WNNPT,GNDWD,,,,,,,,,
8026, -   ,12.623708,532,46,127,,THDLK,GRYLK,WNNPT,,,,,,,,,,
8027,"4,417,671",10.068452,532,56,121,,,WRWKG,WNNPT,GRNEE,,,,,,,,,
8028,"356,086",9.448937,532,50,121,,OMLCK,WRWKG,WNNPT,,,,,,,,,,
8029,"578,379,379",9.142914,532,50,121,,GRNEE,,WNNPT,GRNEE,,,CLCJA,,,,,,
8030,"5,156,538",9.612164,532,56,121,,GRNEE,,WNNPT,GRNEE,,,CLCJA,,,,,,
8032,"240,896",8.64255,532,50,121,,GRNEE,,WNNPT,,,,CLCJA,,,,,,
8033, -   , -   ,532,56,121,,GRNEE,,WNNPT,,,,CLCJA,,,,,,
8034,"4,284,379",12.777599,532,56,121,,WKGN,,,WKGN,,,,,,,,,
8035,"6,972",8.788156,532,50,121,,,WRWKG,,,,,,,,,,,
8036,"93,099",9.252048,532,50,121,,,WRWKG,WNNPT,,NOSHR,,,,,,,,
8037,"189,493",9.995157,532,50,121,,PKCTY,WRWKG,,,NOSHR,,,,,,,,
8038, -   ,9.583393,532,56,121,,WDWTH,WRWKG,WNNPT,,,,,,,,,,
8039,"13,957,847",12.484963,532,56,121,,WKGN,,,GRNEE,NOSHR,,,,,,,,
8040, -   ,11.984599,532,56,121,,WKGN,,,,NOSHR,,,,,,,,
8041,"356,895",11.515349,532,50,121,,WKGN,,,,NOSHR,,,,,,,,
8042,"241,880,826",9.296124,532,50,121,,GRNEE,,WNNPT,GRNEE,NOSHR,,CLCJA,,,,,,
8043,"3,054,341",10.775089,532,56,121,,PKCTY,WRWKG,WNNPT,,NOSHR,,,,,,,,
8044, -   , -   ,532,50,121,,,WRWKG,WNNPT,WLDWD,,,,,,,,,
8047, -   , -   ,532,50,121,,NOCHI,,,,NOSHR,,,,,,,,
8048, -   , -   ,532,50,121,,GRNEE,,WNNPT,,NOSHR,,CLCJA,,,,,,
8049, -   ,9.752412,532,50,121,,,WRWKG,WNNPT,GRNEE,NOSHR,,,,,,,,
8050, -   , -   ,532,50,121,,,WRWKG,,WKGN,NOSHR,,,,,,,,
8051, -   , -   ,532,50,121,,NOCHI,,,WKGN,NOSHR,,,,,,,,
8053, -   ,10.009844,532,50,121,,GRYLK,GRYLK,WNNPT,,,,CLCJA,,,,,,
8054,"547,962",10.514298,532,56,121,,,WRWKG,WNNPT,WKGN,,,,,,,,,
8055, -   , -   ,532,50,121,,RLPRK,GRYLK,WNNPT,,,,CLCJA,,,,,,
8056, -   , -   ,532,50,121,,,WRWKG,WNNPT,WKGN,,,,,,,,,
8057, -   , -   ,532,24,121,,OMLCK,WRWKG,WNNPT,,,,,,,,,,
8058, -   , -   ,532,50,121,,,,WNNPT,WKGN,,,,,,,,,
8059,"734,538",9.734366,532,50,121,,,WRWKG,,WKGN,,,,,,,,,
8060, -   , -   ,532,56,121,,PKCTY,WRWKG,WNNPT,GRNEE,,,,,,,,,
8061, -   , -   ,532,50,121,,,GRYLK,WNNPT,WLDWD,,,,,,,,,
8062,"13,330,903",10.496091,532,50,121,,GRYLK,GRYLK,WNNPT,WLDWD,,,CLCJA,,,,,,
8063, -   , -   ,532,56,121,,WDWTH,WRWKG,WNNPT,WKGN,,,,,,,,,
8064,"8,718,606",10.473601,532,50,121,,GRYLK,GRYLK,WNNPT,GRYLK,,,CLCJA,,,,,,
8065,"118,221,129",9.098838,532,50,121,,,WRWKG,WNNPT,,,,CLCJA,,,,,,
8066,"44,825,032",9.461055,532,50,121,,,GRYLK,WNNPT,,,,CLCJA,,,,,,
8067,"4,534,694",12.623708,532,46,127,,THDLK,GRYLK,WNNPT,,,,CLCJA,,,,,,
8068,"24,658,133",9.585085,532,50,121,,,WRWKG,WNNPT,WLDWD,,,CLCJA,,,,,,
8069,"57,249,037",9.947302,532,50,121,,,GRYLK,WNNPT,WLDWD,,,CLCJA,,,,,,
8070,"7,073,907",9.245412,532,50,121,,THDLK,WRWKG,WNNPT,,,,CLCJA,,,,,,
8071,"126,636",9.568088,532,56,121,,BCHPK,WRWKG,WNNPT,,,,,,,,,,
8072, -   , -   ,532,50,121,,,GRYLK,WNNPT,WKGN,,,,,,,,,
8073, -   , -   ,532,50,121,,,GRYLK,WNNPT,GRNEE,,,,,,,,,
8074, -   , -   ,532,50,121,,,GRYLK,WNNPT,GRNEE,,,CLCJA,,,,,,
8075,"23,858,641",9.58876,532,50,121,,GRNEE,,WNNPT,WKGN,,,CLCJA,,,,,,
8076, -   , -   ,532,50,121,,THDLK,WRWKG,WNNPT,GRNEE,,,,,,,,,
8077, -   ,9.745776,532,50,121,,THDLK,WRWKG,WNNPT,GRNEE,,,CLCJA,,,,,,
8078, -   , -   ,532,50,121,,GRNEE,,WNNPT,GNDWD,,,CLCJA,,,,,,
8079, -   , -   ,532,50,121,,WKGN,,,WKGN,,,,,WKGN1,,,,
8080, -   , -   ,532,50,121,,WDWTH,WRWKG,WNNPT,WKGN,,,,,,,,,
8081, -   , -   ,532,50,121,,WDWTH,WRWKG,WNNPT,WKGN,NOSHR,,,,,,,,
8082, -   , -   ,532,56,121,,WDWTH,WRWKG,WNNPT,WKGN,NOSHR,,,,,,,,
8083, -   ,11.862503,532,50,121,,WKGN,,,GRNEE,,,,,,,,,
8084, -   , -   ,532,50,121,,OMLCK,WRWKG,WNNPT,GNDWD,,,,,,,,,
8085,"7,117,719",9.599202,532,50,121,,,WRWKG,WNNPT,GRNEE,,,CLCJA,,,,,,
8086, -   ,12.015713,532,50,121,,WKGN,,,GRNEE,NOSHR,,,,,,,,
8087, -   , -   ,532,24,121,,,WRWKG,WNNPT,,,,,,NLFPA,,,,
8088, -   ,9.098838,532,50,121,,,WRWKG,WNNPT,,,,,,NLFPA,,,,
8089,"657,141",9.448937,532,50,121,,OMLCK,WRWKG,WNNPT,,,,,,NLFPA,,,,
8090,"422,702",11.606114,532,24,121,,OMLCK,WRWKG,WNNPT,,,,,,NLFPA,,,,
8091, -   , -   ,532,50,121,,GRYLK,WRWKG,WNNPT,,,,CLCJA,,,,,,
8092, -   , -   ,532,24,121,,LNDHT,WRWKG,WNNPT,LNDHT,,,CLCJA,,NLFPA,,,,
8093, -   ,12.074247,532,24,121,,LNDHT,WRWKG,WNNPT,LNDHT,,,CLCJA,,,,,,
8094, -   , -   ,532,24,121,,OMLCK,WRWKG,WNNPT,LNDHT,,,,,NLFPA,,,,
8095, -   , -   ,532,24,121,,OMLCK,WRWKG,WNNPT,LNDHT,,,,,,,,,
8096, -   , -   ,532,50,121,,GRYLK,WRWKG,WNNPT,GRYLK,,,CLCJA,,,,,,
8097, -   , -   ,532,56,121,,,WRWKG,,WKGN,NOSHR,,,,,,,,
8098,"21,530",11.410617,532,56,121,,PKCTY,WRWKG,,WKGN,NOSHR,,,,,,,,
8099,"191,974",11.275453,532,56,121,,PKCTY,WRWKG,WNNPT,GRNEE,NOSHR,,,,,,,,
8100, -   , -   ,532,24,121,,LNDHT,WRWKG,WNNPT,,,,CLCJA,,,,,,
8101, -   , -   ,532,50,121,,WKGN,,,WKGN,,,,WKGN5,,,,,
8102, -   , -   ,532,50,121,,WKGN,,,WKGN,NOSHR,,,WKGN5,,,,,
8103, -   , -   ,532,50,121,,,WRWKG,WNNPT,GNDWD,,,,,NLFPA,,,,
8104,"1,926,716",9.142914,532,50,121,,GRNEE,,WNNPT,GRNEE,,,CLCJA,,GNEE2,,,,
8105, -   , -   ,532,24,121,,OMLCK,WRWKG,WNNPT,LNDHT,,,,,NLFPA,,,,
8106,"17,944",10.514298,532,56,121,,BCHPK,WRWKG,WNNPT,WKGN,,,,,,,,,
8107, -   , -   ,532,24,121,,OMLCK,WRWKG,WNNPT,LNDHT,LNDHT,,,,NLFPA,,,,
8108, -   ,11.656658,532,24,121,,OMLCK,WRWKG,WNNPT,,LNDHT,,,,NLFPA,,,,
8109, -   , -   ,532,24,121,,LNDHT,WRWKG,WNNPT,LNDHT,LNDHT,,CLCJA,,NLFPA,,,,
8110, -   ,12.124791,532,24,121,,LNDHT,WRWKG,WNNPT,LNDHT,LNDHT,,CLCJA,,,,,,
8111, -   , -   ,532,50,121,,GRYLK,GRYLK,WNNPT,GRYLK,,,CLCJA,,,,,,
8112, -   , -   ,532,24,121,,OMLCK,WRWKG,WNNPT,LNDHT,LNDHT,,,,,,,,
8113, -   , -   ,532,50,121,,WKGN,WRWKG,,,,,,,,,,,
8114, -   , -   ,532,50,121,,WKGN,WRWKG,,WKGN,,,,,,,,,
8115, -   , -   ,532,50,121,,GRNEE,WRWKG,WNNPT,,,,CLCJA,,,,,,
8116, -   , -   ,532,24,121,,LNDHT,WRWKG,WNNPT,,,,CLCJA,,NLFPA,,,,
8117, -   , -   ,532,50,121,,LNDHT,WRWKG,WNNPT,,,,CLCJA,,,,,,
8118, -   , -   ,532,50,121,,LNDHT,WRWKG,WNNPT,LNDHT,,,CLCJA,,,,,,
8119, -   , -   ,532,50,121, ,LNDHT,WRWKG,WNNPT,LNDHT,LNDHT,,CLCJA,,,,,,
8120, -   , -   ,532,56,121,,WKGN,WRWKG,,WKGN,,,,,,,,,
8121, -   , -   ,532,50,121,,GRNEE,WRWKG,WNNPT,GRNEE,,,CLCJA,,,,,,
8122, -   , -   ,532,50,121,,THDLK,GRYLK,WNNPT,,,,CLCJA,,,,,,
8123, -   ,9.687027,532,50,121,,GRNEE,WRWKG,WNNPT,GNDWD,,,CLCJA,,NLFPA,,,,
8124, -   , -   ,532,50,121,,GRNEE,WRWKG,WNNPT,GNDWD,,,CLCJA,,,,,,
8125, -   , -   ,532,56,121,,GRNEE,WRWKG,WNNPT,GRNEE,NOSHR,,CLCJA,,,,,,
8126, -   , -   ,532,50,121,,GRNEE,WRWKG,WNNPT,GRNEE,NOSHR,,CLCJA,,,,,,
8127, -   , -   ,532,56,121,,GRNEE,WRWKG,WNNPT,GRNEE,,,CLCJA,,,,,,
8128, -   , -   ,532,50,121,,GRNEE,,WNNPT,GNDWD,,,CLCJA,,NLFPA,,,,
8129, -   , -   ,532,56,121,,WKGN,,,WKGN,NOSHR,,,WKGN6,,,,,
8130, -   , -   ,532,56,121,,WKGN,,,WKGN, ,,,WKGN6,,,,,
8131, -   , -   ,532,56,121,,WKGN,,,GRNEE,NOSHR,,,WKGN6,,,,,
8132, -   , -   ,532,56,121,,WKGN,,,,NOSHR,,,WKGN6,,,,,
8133,"56,196,973",9.448883,532,50,121,,,WRWKG,WNNPT,,,,CLCJA,,CTY16,,,,
8134,"33,876,594",10.037072,532,50,121,,,WRWKG,WNNPT,GNDWD,,,CLCJA,,CTY16,,,,
8135,"2,243,854",9.492959,532,50,121,,GRNEE, ,WNNPT,GRNEE,,,CLCJA,,CTY16,,,,
8136,"626,862",8.992595,532,50,121,,GRNEE, ,WNNPT,,,,CLCJA,,CTY16,,,,
8137,"830,710",9.580784,532,50,121,,GRNEE,,WNNPT,GNDWD,,,CLCJA,,CTY16,,,,
8138, -   , -   ,532,50,121,,OMLCK,WRWKG,WNNPT,GNDWD,,,CLCJA,,CTY16,,,,
8139,"44,346,443",11.60606,532,24,121,,,WRWKG,WNNPT,,,,CLCJA,,CTY16,NLFPA,,,
8140,"222,080",9.448883,532,50,121,,,WRWKG,WNNPT,,,,CLCJA,,CTY16,NLFPA,,,
8141,"10,906,942",10.037072,532,50,121,,,WRWKG,WNNPT,GNDWD,,,CLCJA,,CTY16,NLFPA,,,
8142, -   , -   ,532,24,121,,LNDHT,WRWKG,WNNPT,LNDHT,LNDHT,,CLCJA,,CTY16,NLFPA,,,
8143,"1,539,819",12.474836,532,24,121,,LNDHT,WRWKG,WNNPT,LNDHT,LNDHT,,CLCJA,,CTY16,,,,
8144, -   , -   ,532,50,121,,GRNEE,,WNNPT,GNDWD,,,CLCJA,,CTY16,NLFPA,,,
8145, -   , -   ,532,50,121,,LNDHT,WRWKG,WNNPT,LNDHT,LNDHT,,CLCJA,,CTY16,,,,
8146, -   , -   ,532,50,121,,OMLCK,WRWKG,WNNPT,GNDWD,,,,,NLFPA,,,,
8147, -   , -   ,532,50,121,,WKGN,WRWKG,,,NOSHR,,,,,,,,
8148, -   , -   ,532,50,121,,WKGN,WRWKG,,,NOSHR,,,WKN10,,,,,
8149, -   , -   ,532,50,121,,WKGN,,,,NOSHR,,,WKN10,,,,,
8150, -   , -   ,532,68,128,,WKGN,,,WKGN,,,,,,,,,
8151, -   , -   ,532,68,128,,WKGN,,,WKGN,NOSHR,,,,,,,,
8152, -   , -   ,532,50,121,,LNDHT,WRWKG,WNNPT,GNDWD,,,CLCJA,,NLFPA,,,,
8153,"12,560,022",12.461559,532,50,121,,WKGN,,,WKGN,NOSHR,,,WKN10,,,,,
8154, -   ,9.508442,532,50,121,,LNDHT,WRWKG,WNNPT,,LNDHT,,,,,,,,
8155, -   , -   ,532,50,121,,LNDHT,WRWKG,WNNPT,GNDWD,LNDHT,,,,NLFPA,,,,
8156,"786,710",9.752412,532,50,121,,,WRWKG,WNNPT,GRNEE,NOSHR,,,,,,,,
8157,"334,653",11.01356,532,68,128,,WKGN,,,WKGN,,,,,,,,,
8158,"10,516,700",11.16677,532,68,128,,WKGN,,,WKGN,NOSHR,,,,,,,,
9002,"54,996,918",17.217004,532,,,187,NOCHI,,,FOSS,NOSHR,,,,,,,,
