Tax Code, Agg Rate , Agg EAV ,CTY,FOR,TWP,RBT,COL,ESD,HSD,USD,MUN,FIR,LIB,PRK,SAN1,SAN2,MSQ,POR,WTR,TIF,TIF,SSA1,SSA2,SSA3,SSA4,SP1,SP2,SP3,SP4,Other,,
16266, 5.787210 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E18067,H02115,,M24LFO,,,,,,,,,,,235SSA,,,,,,,,,,
16267, 5.945546 ," 3,170,857 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E18067,H02115,,M24LFO,,,,S05NSH,,,,,,,235SSA,,,,,,,,,,
16268, 7.360651 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H02115,,M24LFO,,,,,,,,,,,235SSA,,,,,,,,,,
16269, 7.518987 ," 112,579 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H02115,,M24LFO,,,,S05NSH,,,,,,,235SSA,,,,,,,,,,
16270, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,288SSA,,,,,,,,,
16271, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,289SSA,,,,,,,,,
16272, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,290SSA,,,,,,,,,
16273, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,291SSA,,,,,,,,,
16274, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,292SSA,,,,,,,,,
16275, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,293SSA,,,,,,,,,
16276, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,294SSA,,,,,,,,,
16277, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,295SSA,,,,,,,,,
16278, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,296SSA,,,,,,,,,
16279, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,297SSA,,,,,,,,,
16280, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,298SSA,,,,,,,,,
16281, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,299SSA,,,,,,,,,
16282, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,300SSA,,,,,,,,,
16283, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,301SSA,,,,,,,,,
16284, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,302SSA,,,,,,,,,
16285, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,303SSA,,,,,,,,,
16286, 9.103678 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,287SSA,,,,,,,,,
16287, 9.473301 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L12VER,P14LGR,,,,,,,,228SSA,,,,,,,,,,
16288, 8.831171 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M29LNC,F16LRI,L12VER,,,,Q02SOU,,,,,,,,,,,,,,,
16289, 8.862358 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,360SSA,369SSA,,,,,,,,,
16290, 8.862358 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,360SSA,,,,,,,,,,
16291, 8.862358 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,356SSA,,,,,,,,,,
16292, 8.986001 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,356SSA,357SSA,360SSA,,,,,,,,
16293, 8.986001 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,356SSA,357SSA,368SSA,,,,,,,,
16294, 8.862358 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,361SSA,,,,,,,,,,
16295, 8.862358 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,356SSA,369SSA,,,,,,,,,
16296, 8.862358 ," 289,176 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,367SSA,,,,,,,,,,
16297, 8.862358 ," 1,814,067 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,362SSA,367SSA,,,,,,,,,
16298, 8.986001 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,357SSA,368SSA,,,,,,,,,
16299, 8.862358 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,356SSA,359SSA,,,,,,,,,
16300, 8.862358 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,359SSA,361SSA,,,,,,,,,
16301, 10.889538 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M53WHE,F17LGR,L12VER,P04BGR,,,,,,,,,,,,,,,,,,
16302, 8.336893 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H02115,,M24LFO,F16LRI,,,S05NSH,,,,,,,,,,,,,,,,,
16303, 9.471931 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M07BGR,F16LRI,L12VER,,,,,,,,,147SSA,,,,,,,,,,
16304, 9.962482 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M07BGR,F16LRI,L12VER,P04BGR,,,,,,,,,,,,,,,,,,
16305, 8.336893 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H02115,,M24LFO,F16LRI,,,S05NSH,,,,,,,237SSA,,,,,,,,,,
16306, 7.518987 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H02115,,M24LFO,,,,S05NSH,,,,,,,237SSA,,,,,,,,,,
16307, 9.103678 ," 2,937,170 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M32MET,F16LRI,L04CME,,,,,,,,,280SSA,,,,,,,,,,
16309, 9.473301 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L12VER,P14LGR,,,,,,,,226SSA,,,,,,,,,,
16310, 9.473301 ," 1,807,692 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L12VER,P14LGR,,,,,,X26TIF,,228SSA,,,,,,,,,,
16311, 9.473301 ," 2,138,709 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L12VER,P14LGR,,,,,,X26TIF,,226SSA,,,,,,,,,,
16312, 9.623717 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L09ITR,P14LGR,,,,,,X26TIF,,,,,,,,,,,,
16313, 9.473301 ," 1,545,964 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L12VER,P14LGR,,,,,,X26TIF,,,,,,,,,,,,
16314, 5.945546 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E18067,H02115,,M24LFO,,,,S05NSH,,,,,,,237SSA,,,,,,,,,,
16315, 9.775343 ," 666,965 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M32MET,F16LRI,L04CME,,,,,,,,,282SSA,283SSA,,,,,,,,,
16316, 9.214099 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F07COU,L12VER,P14LGR,,,,,,,,227SSA,,,,B09COU,,,,,,
16317, 9.473301 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L12VER,P14LGR,,,,,,,,227SSA,,,,,,,,,,
16318, 9.248415 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,355SSA,372SSA,,,,,,,,,
16319, 8.529567 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,355SSA,372SSA,,,,,,,,,
16320, 8.516660 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,L12VER,,,,,,,,,355SSA,372SSA,,,,,,,,,
16321, 8.529567 ," 1,984,237 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,373SSA,,,,,,,,,,
16322, 8.217280 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,365SSA,373SSA,,,,,,,,,
16323, 8.529567 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,365SSA,373SSA,,,,,,,,,
16324, 8.217280 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,364SSA,374SSA,,,,,,,,,
16325, 9.248415 ," 265,590 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,372SSA,,,,,,,,,,
16326, 8.818264 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M29LNC,F16LRI,L12VER,,,,,,,,,264SSA,,,,,,,,,,
16327, 8.818264 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M29LNC,F16LRI,L12VER,,,,,,,,,145SSA,264SSA,,,,,,,,,
16328, 9.526988 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M53WHE,,L12VER,,,,,,,,,,,,,,,,,,,
16329, 10.288578 ," 5,612,206 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M53WHE,,L12VER,P21WHE,,,,,,,,,,,,,,,,,,
16330, 10.017539 ," 42,032 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M53WHE,,L12VER,P04BGR,,,,,,,,,,,,,,,,,,
16331, 9.214155 ," 5,491,273 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F07COU,L12VER,P14LGR,,,,,WTRCLC,,,227SSA,,,,B09COU,B16CLC,,,,,
16332, 9.473357 ," 22,188,390 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L12VER,P14LGR,,,,,WTRCLC,,,227SSA,,,,B16CLC,,,,,,
16333, 8.567597 ," 8,153,505 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,,F16LRI,L12VER,,,,,,WTRCLC,,,,,,,B16CLC,,,,,,
16334, 8.529567 ," 11,731,688 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,372SSA,,,,,,,,,,
16335, 8.516660 ," 201,093 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,L12VER,,,,,,,,,372SSA,,,,,,,,,,
16336, 8.986001 ," 4,852,711 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,357SSA,,,,,,,,,,
16337, 8.217280 ," 2,514,111 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,374SSA,,,,,,,,,,
16338, 8.217280 ," 6,431,792 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,375SSA,,,,,,,,,,
16339, 9.248415 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,X39TIF,,,,,,,,,,,,
16340, 9.235508 ," 281,083 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,,,,X39TIF,,,,,,,,,,,,
16341, 8.995284 ," 7,710,253 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,370SSA,,,,,,,,,,
16342, 8.217280 ," 2,443,069 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,373SSA,,,,,,,,,,
16343, 7.085173 ," 455,822 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E29106,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,377SSA,,,,,,,,,,
16344, 8.217280 ," 11,212,548 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,377SSA,,,,,,,,,,
16345, 8.550071 ," 1,883,914 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,,,,,Q02SOU,,,,,377SSA,,,,,,,,,,
16346, 8.862358 ," 1,573,014 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E28103,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,,,377SSA,,,,,,,,,,
16347, 8.217280 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,365SSA,377SSA,,,,,,,,,
16348, 9.473301 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M02AHE,F17LGR,L12VER,,,,,,,,,,,,,,,,,,,
16349, 9.963852 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M02AHE,F17LGR,L12VER,P04BGR,,,,,,,,,,,,,,,,,,
16350, 7.085173 ," 5,341,873 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E29106,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,379SSA,,,,,,,,,,
16351, 8.217280 ," 1,583,176 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,380SSA,,,,,,,,,,
16352, 8.217280 ," 1,706,247 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,381SSA,,,,,,,,,,
16353, 8.217280 ," 3,149,739 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,382SSA,,,,,,,,,,
16354, 8.217280 ," 1,706,887 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,408SSA,,,,,,,,,,
16355, 9.105070 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,X59TIF,,,,,,B09COU,B16CLC,,,,,
16356, 9.473301 ," 2,360,922 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M31LGR,F17LGR,L12VER,P14LGR,,,,,,X26TIF,,228SSA,411SSA,,,,,,,,,
16357, 9.248415 ," 4,760,787 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,X63TIF,,,,,,,,,,,,
16358, 9.248415 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,X63TIF,,,,,,,,,,,,
16359, 8.217280 ," 1,298,692 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,414SSA,,,,,,,,,,
16360, 9.235508 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,,,,X39TIF,X63TIF,,,,,,,,,,,
16361, 9.248415 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,Q02SOU,,,X39TIF,X63TIF,,,,,,,,,,,
16362, 9.235508 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M41RIV,F16LRI,L12VER,,,,,,,X63TIF,,,,,,,,,,,,
16363, 10.402632 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M07BGR,F17LGR,L12VER,P04BGR,,,,,,X67TIF,,,,,,,,,,,,
16364, 9.530633 ," 4,191,619 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M07BGR,,L12VER,P04BGR,,,,,,X67TIF,,,,,,,,,,,,
16365, 10.146659 ," 5,950,665 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M07BGR,,L09ITR,P04BGR,,,,,,X67TIF,,,,,,,,,,,,
16366, 9.681049 ," 6,673,145 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M07BGR,,L09ITR,P04BGR,,,,,,X67TIF,,,,,,,,,,,,
16367, 9.996243 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E26096,H07125,,M07BGR,,L12VER,P04BGR,,,,,,X67TIF,,,,,,,,,,,,
16368, 10.288578 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E27102,H07125,,M53WHE,,L12VER,P21WHE,,,,,,X67TIF,,,,,,,,,,,,
16369, 8.217280 ," 2,304,051 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,416SSA,,,,,,,,,,
16370, 9.105070 , -   ,CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H10128,,M49VHI,F07COU,L04CME,P18VHI,,,,,WTRCLC,X68TIF,,,,,,B09COU,B16CLC,,,,,
16371, 9.790952 ," 533,268 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E22073,H04120,,M33MUN,,L04CME,P15MUN,,,,,WTRCLC,,,418SSA,,,,B15MUN,B16CLC,B17MU2,,,,
16372, 7.085173 ," 7,408,276 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E29106,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,421SSA,,,,,,,,,,
16373, 8.217280 ," 2,070,020 ",CTYLAK,FORLAK,T16VER,R16VER,C03532,E30109,H01113,,M41RIV,F16LRI,,,,,Q02SOU,,,,,421SSA,,,,,,,,,,
17001, 7.176185 ," 26,448,739 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M03BAN,F08DBA,,,,,Q02SOU,,,,,,,,,,,,,,,
17002, 8.145193 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M08DEE,F08DBA,,P05DEE,,,Q02SOU,,,,,,,,,B13DEE,,,,,,
17003, 6.619653 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,,F08DBA,,,,,,,,,,,,,,,,,,,,
17004, 9.277300 ," 1,206,858,093 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M08DEE,F08DBA,,P05DEE,,,Q02SOU,,,,,,,,,B13DEE,,,,,,
17005, 8.308292 ," 11,469 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M03BAN,F08DBA,,,,,Q02SOU,,,,,,,,,,,,,,,
17006, 8.369230 ," 624,350 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,,F08DBA,,P05DEE,,,Q02SOU,,,,,,,,,,,,,,,
17007, 6.914470 ," 13,318,993 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M41RIV,F08DBA,,,,,Q02SOU,,,,,,,,,,,,,,,
17008, 8.730032 ," 16,023,256 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M17HPA,,,P10HPA,S05NSH,,Q02SOU,,,,,,,,,,,,,,,
17009, 8.571696 ," 5,064,784 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M17HPA,,,P10HPA,,,Q02SOU,,,,,,,,,,,,,,,
17010, 8.568027 ," 55,992 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M17HPA,,,P05DEE,,,Q02SOU,,,,,,,,,,,,,,,
17011, 7.176185 ," 21,669,608 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M03BAN,F08DBA,,,,,Q02SOU,,,,,115SSA,,,,,,,,,,
17012, 7.751760 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,,F08DBA,,,,,,,,,,,,,,,,,,,,
17013, 9.280969 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M08DEE,F08DBA,,P10HPA,,,Q02SOU,,,,,,,,,B13DEE,,,,,,
17014, 8.356323 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,,F08DBA,,P05DEE,,,,,,,,,,,,,,,,,,
17015, 8.575981 ," 183,600,004 ",CTYLAK,FORLAK,T17WDE,,C03532,E31112,H01113,,M17HPA,,,P10HPA,S05NSH,,Q02SOU,,,,,,,,,,,,,(From ESD 1),,
17016, 8.417645 ," 29,539 ",CTYLAK,FORLAK,T17WDE,,C03532,E31112,H01113,,M17HPA,,,P10HPA,,,Q02SOU,,,,,,,,,,,,,,,
17017, 7.182663 ," 2,479,651 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M29LNC,F08DBA,L12VER,,,,,,,,,,,,,,,,,,,
17018, 8.575981 ," 85,725,789 ",CTYLAK,FORLAK,T17WDE,,C03532,E31112,H01113,,M17HPA,,,P10HPA,S05NSH,,Q02SOU,,,,,,,,,,,,,(From ESD 7),,
17019, 7.163278 ," 118,690 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M03BAN,F08DBA,,,,,,,,,,,,,,,,,,,,
17020, 8.417645 ," 289,224 ",CTYLAK,FORLAK,T17WDE,,C03532,E31112,H01113,,M17HPA,,,P10HPA,,,Q02SOU,,,,,,,,,,,,,,,
17021, 8.046577 ," 56,123,311 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M41RIV,F08DBA,,,,,Q02SOU,,,,,,,,,,,,,,,
17022, 8.575981 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E31112,H01113,,M17HPA,,,P10HPA,S05NSH,,Q02SOU,,,,,,,,,B01108,,,,,,
17023, 7.439589 ," 704,562 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M17HPA,,,P10HPA,,,Q02SOU,,,,,,,,,,,,,,,
17024, 8.308292 ," 320,826 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M03BAN,F08DBA,,,,,Q02SOU,,,,,115SSA,,,,,,,,,,
17025, 5.887259 ," 778,442,852 ",CTYLAK,FORLAK,T17WDE,,C03532,E18067,H02115,,M24LFO,,,,S05NSH,,,,,,,,,,,,,,,,,
17026, 5.728923 ," 10,378,319 ",CTYLAK,FORLAK,T17WDE,,C03532,E18067,H02115,,M24LFO,,,,,,,,,,,,,,,,,,,,,
17027, 9.264393 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M08DEE,F08DBA,,P05DEE,,,,,,,,,,,,B13DEE,,,,,,
17028, 6.901563 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M41RIV,F08DBA,,,,,,,,,,,,,,,,,,,,
17029, 6.777989 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,,F08DBA,,,S01DMW,S05NSH,,,,,,,,,,,,,,,,
17030, 8.421428 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E31112,H01113,,M08DEE,,,P10HPA,,,Q02SOU,,,,,,,,,B13DEE,,,,,,
17031, 7.506126 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M41RIV,F08DBA,,P05DEE,,,,,,,,,,,,,,,,,,
17032, 6.632560 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,,F08DBA,,,,,Q02SOU,,,,,,,,,,,,,,,
17033, 6.790896 , -   ,CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,,F08DBA,,,S05NSH,,Q02SOU,,,,,,,,,,,,,,,
17034, 7.764667 ," 15,068,579 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,,F08DBA,,,,,Q02SOU,,,,,,,,,,,,,,,
17035, 7.519033 ," 96,664 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M41RIV,F08DBA,,P05DEE,,,Q02SOU,,,,,,,,,,,,,,,
17036, 8.651140 ," 7,845,266 ",CTYLAK,FORLAK,T17WDE,,C03532,E30109,H01113,,M41RIV,F08DBA,,P05DEE,,,Q02SOU,,,,,,,,,,,,,,,
17037, 6.777989 ," 679,379 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,,F08DBA,,,S05NSH,,,,,,,,,,,,,,,,,
17038, 7.597925 ," 5,893,063 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M17HPA,,,P10HPA,S05NSH,,Q02SOU,,,,,,,,,,,,,,,
17039, 7.334521 ," 39,529,598 ",CTYLAK,FORLAK,T17WDE,,C03532,E29106,H01113,,M03BAN,F08DBA,,,S05NSH,,Q02SOU,,,,,,,,,,,,,,,
